id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
5274,1,1.992316,0.067124,0.124246,0.206463,0.191244,0.312842,0.364334,-0.175305,-0.042541,-0.296801,-0.009644,-0.159601,-0.293382
805,0,-1.486041,-0.274142,-0.603253,-0.677929,-0.672497,-0.663059,-0.652724,-0.157796,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
3884,0,0.253137,-0.237773,-0.370298,-0.430713,-0.391081,-0.347167,-0.333446,0.056537,-0.174526,-0.211606,-0.212313,-0.215956,-0.209004
29164,1,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
29205,0,0.253137,-0.018759,0.009146,0.044743,0.092039,-0.347512,-0.35012,-0.221191,-0.165846,-0.211606,-0.24423,-0.248683,-0.23713
23114,0,0.253137,0.871555,-0.315544,-0.554191,-0.634025,-0.619404,-0.60779,-0.220828,-0.195923,-0.240005,-0.24423,-0.248683,-0.231111
24429,0,0.253137,-0.399776,-0.380105,-0.335267,-0.28297,-0.241305,-0.212311,-0.281566,-0.170186,-0.183208,-0.24423,-0.248683,-0.23713
21650,0,0.253137,0.815957,0.86914,0.588434,0.373005,0.159477,0.207046,-0.104605,-0.131775,-0.171167,-0.193865,-0.183229,-0.180878
6956,0,-1.486041,-0.607613,-0.566596,-0.357257,-0.518965,-0.496765,-0.251234,0.192563,0.708398,0.264179,0.337288,1.297064,0.041429
18966,0,0.253137,-0.690318,-0.685419,0.008188,0.074723,0.118619,0.116908,-0.317791,1.808114,-0.199395,-0.199547,-0.193047,-0.180878
23967,1,0.253137,-0.460888,-0.435281,-0.410308,-0.376096,-0.349667,-0.375661,-0.245703,-0.198657,-0.226203,-0.268614,-0.276239,-0.249618
10984,0,-1.486041,-0.010421,0.031205,-0.677929,-0.672497,-0.663059,-0.652724,-0.19704,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
21997,0,-1.486041,-0.681518,-0.674292,-0.659529,-0.666715,-0.65694,-0.646478,-0.262246,-0.201609,-0.275673,-0.284317,-0.289787,-0.272456
9366,0,1.992316,-0.368893,-0.445468,-0.414086,-0.359837,-0.445364,-0.44313,-0.257416,-0.205645,-0.183208,-0.231463,-0.314136,-0.259068
3873,0,1.992316,-0.337889,-0.309839,-0.297342,-0.211668,-0.163191,-0.153086,-0.251378,-0.25699,-0.085972,-0.221058,-0.314136,-0.229199
23406,0,0.253137,-0.222671,-0.299246,-0.435659,-0.477695,-0.464707,-0.631869,1.341388,0.286923,-0.296744,-0.308063,-0.314136,-0.253049
1103,0,0.253137,-0.447715,-0.416215,-0.416408,-0.299151,-0.309582,-0.347182,-0.1648,-0.25699,0.157572,-0.308063,-0.183229,0.156633
14479,0,1.992316,-0.300936,-0.306453,-0.23848,-0.240238,-0.149736,-0.139199,-0.221191,-0.038852,-0.296801,-0.052731,-0.314136,-0.209004
24030,1,-0.616452,1.18968,1.209088,1.197216,0.555931,-0.553413,-0.540791,0.068612,-0.013939,-0.085802,0.117448,0.122176,0.081593
22225,0,0.253137,0.577686,0.716469,0.731293,0.859996,0.934559,0.993134,0.195461,-0.25699,-0.103636,-0.084073,-0.073857,-0.111126
13860,0,-0.616452,-0.670178,-0.659525,-0.673372,-0.630823,-0.605719,-0.61417,-0.206761,-0.243275,-0.144529,-0.085541,-0.163855,-0.101394
6182,1,0.253137,0.133981,0.145799,0.194278,0.23368,-0.116198,-0.079824,-0.341942,-0.1474,-0.296801,-0.23108,-0.220996,-0.102126
19353,0,0.253137,-0.18982,-0.172146,-0.104461,-0.127541,-0.055043,-0.000147,-0.160815,-0.105083,-0.15481,-0.14848,-0.150503,-0.180878
29435,0,-0.616452,-0.562607,-0.683958,-0.622181,-0.578935,-0.538018,-0.524738,-0.311754,-0.089198,-0.109372,0.177195,0.18475,-0.293382
19093,0,0.253137,1.296098,1.305825,1.337263,1.546157,1.706878,1.543483,0.068612,0.029463,0.089416,0.049402,0.006585,-0.006497
10602,0,-1.486041,-0.578211,-0.62253,-0.678001,-0.628833,-0.663059,-0.652724,-0.046705,-0.25699,-0.136975,-0.308063,-0.314136,-0.293382
20489,0,0.253137,-0.544191,-0.531456,-0.512301,-0.483228,-0.530748,-0.652724,-0.016035,-0.010641,0.207212,-0.297785,-0.314136,-0.293382
15431,0,0.253137,-0.047387,-0.030266,0.015701,0.083148,0.150562,0.191883,-0.2355,-0.17713,-0.19735,-0.198461,-0.198087,-0.189597
22547,0,-0.616452,-0.460263,-0.486143,-0.421051,-0.5441,-0.513542,-0.578152,-0.065482,-0.03998,-0.183208,-0.045709,-0.023458,-0.093744
8326,0,0.253137,-0.050334,-0.575504,-0.548149,-0.517053,-0.476534,-0.652724,-0.268344,-0.213588,-0.240005,-0.222526,-0.314136,-0.293382
13612,0,0.253137,0.441975,0.429336,0.420398,0.359807,0.507246,0.61977,-0.040064,0.00468,0.157572,0.074935,0.078584,-0.124626
88,0,-0.616452,-0.643683,-0.62423,-0.582699,-0.538753,-0.546735,-0.639862,-0.272691,-0.170186,-0.183208,-0.308063,-0.263999,-0.163834
27413,0,0.253137,-0.223337,-0.122773,-0.087618,-0.142588,-0.089108,-0.034301,0.261814,-0.03998,-0.183208,-0.180397,-0.117776,-0.180878
21885,0,0.253137,1.959685,2.064558,2.172757,2.158327,2.080898,1.751281,0.112324,0.168739,0.149166,0.108447,0.078715,0.044523
16689,1,-1.486041,-0.686747,-0.68726,-0.679731,-0.680503,-0.677944,-0.667921,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
3909,0,0.253137,-0.050158,-0.042489,-0.264796,-0.36691,-0.337347,-0.321944,-0.249144,-0.184118,-0.257725,-0.26255,-0.257977,-0.256256
14864,0,-0.616452,-0.655158,-0.646275,-0.656126,-0.615651,-0.555223,-0.589386,-0.149827,-0.191366,-0.089096,0.110426,-0.067246,-0.239549
24618,1,1.992316,0.735994,0.822085,0.903626,1.051176,1.177042,1.265278,-0.009876,-0.0313,-0.041216,-0.033581,-0.032687,-0.045874
17633,0,0.253137,-0.548849,-0.534181,-0.520563,-0.478674,-0.563381,-0.562351,-0.151155,-0.143971,-0.17412,-0.048901,-0.092773,-0.082381
1553,0,0.253137,-0.567754,-0.544354,-0.51282,-0.481969,-0.45441,-0.429293,-0.270759,-0.205211,-0.240005,-0.268167,-0.248683,-0.2706
14239,0,-0.616452,-0.416276,-0.167144,-0.050919,-0.585044,0.546163,-0.453675,0.865569,0.611308,0.025577,4.435106,0.464039,0.457412
28756,0,0.253137,-0.641401,-0.533198,-0.52039,-0.489151,-0.426465,-0.387314,0.331849,-0.202998,-0.23353,-0.135522,-0.089304,-0.270769
27827,1,0.253137,0.500847,0.58691,0.651968,0.723656,0.772822,0.843923,0.159175,-0.100743,-0.296801,-0.097414,-0.091595,-0.068374
15589,0,0.253137,0.156973,0.237942,0.323337,0.455406,0.589801,0.656829,-0.040064,-0.03998,-0.012818,0.011102,-0.117776,-0.012122
27584,0,-0.616452,-0.657861,-0.612189,-0.664619,-0.472192,-0.655015,-0.649836,-0.001665,-0.216756,0.438716,-0.276721,-0.302813,0.108482
6697,0,-0.616452,0.126363,-0.00201,-0.22765,-0.430502,-0.498574,-0.652724,-0.040064,-0.25699,-0.012818,0.330267,-0.314136,0.269137
6694,0,0.253137,-0.438181,-0.65389,1.950127,2.031019,1.977783,1.817743,-0.180377,7.970701,0.04875,0.062041,-0.011283,-0.091494
1507,0,-0.616452,-0.6871,-0.686052,-0.666623,-0.661678,-0.6499,-0.646998,-0.32075,-0.222745,-0.2571,-0.249975,-0.291817,-0.281569
26430,0,-1.486041,-0.695642,-0.682104,-0.673372,-0.672497,-0.657861,-0.642112,-0.303784,-0.243275,-0.296801,-0.287891,-0.27277,-0.284944
29204,0,0.253137,0.587274,0.665171,0.745727,0.481505,0.582152,0.282642,-0.12296,-0.086073,-0.153958,-0.147459,-0.050883,-0.179078
12253,0,-0.616452,-0.682849,-0.680024,-0.672305,-0.666435,-0.656644,-0.650205,-0.294849,-0.25699,-0.274651,-0.283168,-0.304318,-0.249506
27516,0,-0.616452,-0.656815,-0.642552,-0.677929,-0.64046,-0.663059,-0.601761,-0.133827,-0.25699,-0.179743,-0.308063,-0.115485,-0.16389
26498,0,0.253137,-0.117558,-0.078697,-0.030746,0.009996,0.056839,0.079714,-0.219862,-0.15608,-0.211038,-0.231527,-0.158357,-0.225655
2308,0,-0.616452,-0.695642,-0.690983,-0.605973,-0.605314,-0.630902,-0.636268,-0.341942,-0.040414,-0.051326,-0.183269,-0.249992,0.127945
7583,1,0.253137,-0.690481,-0.685644,-0.672449,-0.66659,-0.656068,-0.635177,-0.318999,-0.240497,-0.275219,-0.280934,-0.248683,-0.293382
14633,0,0.253137,-0.459815,-0.424013,-0.38565,-0.382532,-0.351953,-0.313531,-0.183879,-0.158207,-0.251875,-0.264273,-0.209411,-0.293382
23870,0,0.253137,0.997203,0.846139,0.238,-0.44544,-0.393321,-0.350036,-0.341579,-0.03998,-0.183208,-0.180397,-0.183229,0.831656
15219,0,0.253137,0.732382,0.683197,0.769318,0.742993,0.415661,0.472355,-0.341942,-0.0313,-0.012818,-0.14848,-0.143957,-0.141389
16173,0,0.253137,-0.395919,-0.366772,-0.330061,-0.252612,-0.230811,-0.202185,-0.240752,-0.182121,-0.091595,-0.308063,-0.250319,-0.238255
27986,0,0.253137,0.612737,0.682073,0.751538,0.889157,0.988033,1.050713,-0.070252,-0.061681,-0.041216,-0.071881,-0.073333,-0.062749
13035,0,0.253137,0.126553,0.176134,0.195662,0.282754,0.354407,0.373318,-0.160815,-0.165846,-0.163386,-0.16763,-0.170139,-0.169628
21738,0,0.253137,-0.635127,-0.587868,-0.538603,-0.521592,-0.584452,-0.535719,-0.160815,-0.082123,0.016376,-0.116564,-0.117776,0.156633
6405,0,0.253137,-0.156181,-0.120736,-0.04009,0.028929,0.097713,0.139963,-0.260254,-0.083382,-0.22484,-0.212313,-0.215956,-0.209004
13894,0,0.253137,1.194922,1.233662,1.205104,1.301846,1.419886,1.481387,0.081895,0.047041,0.100775,0.074935,0.078584,0.044129
455,0,0.253137,0.365394,-0.294735,0.454804,0.094464,0.141581,0.160718,-0.191003,1.975255,-0.194567,-0.193163,-0.19632,-0.197754
15782,0,-0.616452,-0.530461,-0.383351,-0.405607,-0.376267,-0.621757,-0.478795,0.267549,0.047041,0.044717,-0.147778,0.36383,-0.012122
9285,0,0.253137,-0.491444,-0.465208,-0.436048,-0.404107,-0.37457,-0.349919,-0.246548,-0.201435,-0.253068,-0.26338,-0.262755,-0.259631
9876,0,-1.486041,-0.69135,-0.665679,-0.661504,-0.637585,-0.573661,-0.644899,-0.233205,-0.207555,-0.169236,0.038869,-0.283635,-0.275606
24228,0,0.253137,2.257642,2.371305,2.530012,1.549344,1.768954,1.873458,0.17125,0.137967,-0.001459,0.157918,0.144038,-0.071806
11249,1,0.253137,-0.063086,-0.141825,-0.409313,-0.377122,-0.338778,-0.33536,-0.26297,-0.201001,-0.259088,-0.244038,-0.268777,-0.250687
12682,1,0.253137,0.367241,0.424109,0.383699,0.494764,0.586626,0.64882,-0.156589,-0.143146,-0.146631,-0.132969,-0.131979,-0.129745
3304,0,0.253137,0.454252,0.528882,0.603892,0.741174,0.878799,0.966469,-0.040064,-0.03998,-0.012818,0.011102,0.013131,-0.012122
25426,0,0.253137,-0.126738,-0.215393,-0.242157,-0.202512,-0.1864,-0.256557,-0.234413,-0.169491,-0.214446,-0.224186,-0.260857,-0.238368
10734,0,0.253137,0.213115,0.20467,0.161545,0.215275,0.220123,0.173513,-0.194625,-0.168406,-0.21047,-0.207143,-0.198022,-0.20771
16544,1,1.992316,-0.58625,-0.581714,-0.550961,-0.475907,-0.462832,-0.453658,-0.341942,-0.20673,-0.069615,-0.308063,-0.314136,-0.242755
27144,0,-0.616452,-0.683134,-0.669936,-0.667128,-0.660855,0.304963,-0.54702,-0.251499,-0.25699,-0.254261,3.448632,0.097893,-0.293382
23780,0,-1.486041,-0.450051,-0.667056,-0.624849,-0.341013,-0.626411,-0.63835,-0.239122,-0.096533,0.914672,-0.165843,-0.213927,0.659188
9625,0,-1.486041,-0.695642,-0.679251,-0.67467,-0.692705,-0.684441,-0.674553,-0.291528,-0.247181,-0.296801,-0.308063,-0.314136,-0.293382
5895,1,-0.616452,-0.683324,-0.68268,-0.676213,-0.661632,-0.656759,-0.102392,-0.341942,-0.213588,-0.240005,-0.308063,1.878552,-0.124626
27101,0,-0.616452,-0.688444,-0.331632,-0.655419,-0.639761,-0.619372,-0.580956,1.202223,-0.189239,-0.177188,-0.138522,-0.034388,-0.050936
21920,1,0.253137,0.105747,0.118219,0.132517,0.179243,0.21708,0.220799,-0.218836,-0.169535,-0.183208,-0.174013,-0.183229,-0.175253
15356,0,-0.616452,-0.689232,-0.480439,-0.526923,-0.050829,-0.245993,0.015117,0.562786,0.197515,1.974668,1.310485,2.289076,2.744334
20740,0,0.253137,1.734071,1.873347,2.010676,2.289071,2.534595,2.41395,0.05539,0.041659,0.111056,0.156705,0.120343,0.093687
19984,0,-1.486041,-0.674823,-0.635892,-0.585799,-0.672497,-0.663059,-0.652724,-0.105209,0.020999,-0.296801,-0.308063,-0.314136,-0.293382
1243,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.649678,-0.663059,-0.652724,-0.341942,-0.25699,-0.213424,-0.308063,-0.314136,-0.293382
1930,0,0.253137,1.603005,1.581802,1.548862,1.614661,1.61077,1.460784,0.056537,0.0108,-0.007138,-0.006388,-0.015996,-0.04728
25766,0,-0.616452,-0.682183,-0.67706,-0.663638,-0.662145,-0.646758,-0.630626,-0.282109,-0.213978,-0.258975,-0.244804,-0.227999,-0.24748
4861,1,1.992316,0.495442,0.578831,0.629776,0.755848,0.880658,0.954816,-0.052139,-0.148485,-0.075294,-0.091031,-0.091595,-0.102126
8978,0,0.253137,1.335264,1.232341,0.397153,0.028556,0.396005,0.116035,3.28059,0.611048,-0.012818,1.606925,1.976732,4.769291
9176,0,-0.616452,1.356748,1.492737,1.556101,1.638662,-0.26657,-0.488669,0.261814,0.177029,-0.279762,-0.24423,0.325343,0.721234
2441,0,-1.486041,0.226818,0.289324,0.37809,0.451799,0.557973,0.615052,-0.130084,-0.004217,-0.296801,-0.167375,-0.183229,-0.293382
9931,0,-0.616452,-0.648422,-0.664161,-0.65304,-0.657093,-0.568036,-0.552511,-0.226685,-0.182078,-0.240516,0.061019,0.07649,-0.178347
15424,0,0.253137,-0.479901,-0.461443,-0.440432,-0.514022,-0.478919,-0.451307,-0.191003,-0.222268,-0.211606,-0.24423,-0.261773,0.084631
4432,0,0.253137,-0.485781,-0.42508,-0.337761,-0.240207,-0.038019,-0.652724,-0.10044,-0.03985,-0.012818,0.342395,-0.314136,-0.293382
23900,1,-1.486041,-0.491648,-0.445777,-0.391649,-0.37036,-0.663059,-0.652724,0.020312,-0.126784,-0.280046,-0.308063,-0.314136,-0.293382
26431,0,-1.486041,-0.672582,-0.685855,-0.631597,-0.632424,-0.504167,-0.243762,-0.319905,-0.117062,-0.150266,0.308563,1.279981,-0.293382
10,0,-0.616452,-0.695642,-0.690983,-0.677929,-0.672497,-0.449114,-0.419118,-0.341942,-0.25699,-0.296801,0.522212,-0.240697,-0.293382
10697,1,1.992316,-0.545373,-0.525358,-0.489287,-0.462679,-0.428208,-0.419336,-0.269129,-0.191887,-0.260792,-0.234591,-0.314136,-0.264469
2693,0,-0.616452,-0.644036,-0.646893,-0.618086,-0.614206,-0.640656,-0.514864,-0.152483,-0.076438,-0.083814,-0.163034,0.223236,0.254005
7114,0,0.253137,-0.258144,-0.217627,-0.175263,-0.143194,-0.123107,-0.372269,-0.221191,-0.170186,-0.183208,-0.24423,-0.183229,0.10775
15365,0,-0.616452,-0.689055,-0.691194,-0.678145,-0.476824,-0.642613,-0.652825,-0.341942,-0.25699,0.419007,-0.228271,-0.314136,-0.269756
5980,1,1.992316,-0.479276,-0.453827,-0.442667,-0.406703,-0.38865,-0.337829,-0.251378,-0.25699,-0.219842,-0.308063,-0.160124,-0.293382
29027,0,-0.616452,-0.616155,-0.598968,-0.542539,-0.385314,-0.646347,-0.569874,0.054544,0.151899,0.502214,-0.307871,0.009727,0.143695
19581,0,-0.616452,-0.517125,-0.472514,-0.369702,-0.527748,-0.268987,-0.470954,0.598166,0.67563,0.232089,1.221246,0.394397,0.31262
14049,0,-1.486041,-0.690033,-0.628038,-0.647935,-0.637056,-0.663059,-0.652724,-0.084199,-0.25699,-0.285442,-0.308063,-0.314136,-0.293382
18246,0,0.253137,5.134617,5.461751,5.772503,6.277598,6.544422,6.862298,0.60686,0.459966,0.641082,0.700498,0.767874,0.588479
19498,0,-1.486041,-0.695642,-0.68889,-0.677929,-0.672497,-0.663059,-0.652724,-0.332946,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
1091,0,0.253137,-0.38902,-0.359311,-0.322923,-0.282224,-0.24142,-0.213738,-0.257597,-0.195793,-0.245798,-0.248634,-0.252872,-0.238818
13545,0,0.253137,-0.695642,-0.690983,-0.677929,-0.672497,-0.453785,-0.148972,-0.341942,-0.25699,-0.296801,0.504084,0.864025,1.51793
25765,0,0.253137,2.999793,3.136951,3.027631,3.07722,3.312079,3.262386,0.269662,0.292001,0.209598,0.185047,0.268399,0.097906
17765,0,-0.616452,-0.614484,-0.600991,-0.579469,-0.575671,-0.656644,-0.646175,-0.221191,-0.170186,-0.239777,-0.307424,-0.288609,-0.271444
24234,0,0.253137,-0.695642,-0.685476,-0.666003,1.444621,1.618698,1.725472,-0.318274,-0.221096,7.490078,0.011102,0.02092,0.009028
5086,1,0.253137,-0.479154,-0.492115,-0.460057,-0.452932,-0.432222,-0.401755,-0.26617,-0.204473,-0.269141,-0.275635,-0.213731,-0.263794
21237,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
26823,0,0.253137,-0.687779,-0.652795,-0.659471,-0.613693,-0.621576,-0.63155,-0.125797,-0.25699,-0.079724,-0.308063,-0.314136,-0.222448
29847,0,0.253137,0.788361,0.86092,0.986901,1.169858,1.287493,1.331706,-0.160815,-0.03998,-0.01208,-0.019921,-0.037923,-0.067924
13782,0,0.253137,3.112824,3.200557,2.578622,2.738352,2.799562,2.371954,0.479165,0.090225,0.100775,0.330267,0.144038,0.269137
17779,0,2.861905,0.044581,0.109859,0.174451,0.253872,0.292249,0.302591,-0.10044,-0.100699,-0.183208,-0.308063,-0.314136,-0.293382
18148,0,0.253137,0.462672,0.243168,0.229348,0.156362,0.162323,0.304405,0.698993,0.43744,0.459844,0.330586,0.280246,0.217385
24827,0,0.253137,-0.275636,-0.434874,-0.400258,-0.35494,-0.13212,-0.099605,-0.263453,-0.199395,-0.211606,0.475742,-0.225774,-0.180878
20382,1,2.861905,-0.619998,-0.588036,-0.576052,-0.54724,-0.507901,-0.501464,-0.221191,-0.25699,-0.232905,-0.212313,-0.314136,-0.293382
20838,0,-0.616452,2.926186,-0.641091,-0.200454,-0.636108,0.384672,-0.008677,-0.126461,1.187251,-0.163159,3.778329,2.20883,-0.268912
28331,0,-1.486041,-0.696009,0.32126,-0.533729,-0.672497,-0.663059,-0.652724,4.009382,-0.168016,-0.296801,-0.308063,-0.314136,-0.226555
26727,0,-0.616452,-0.687493,-0.685925,-0.657726,-0.635812,-0.661907,-0.645672,-0.320206,-0.211808,-0.240005,-0.303594,-0.270937,-0.293382
6458,0,-1.486041,-0.624303,-0.690983,-0.677929,-0.672497,-0.663059,-0.652724,-0.341942,-0.25699,-0.296801,-0.308063,-0.314136,-0.293382
8465,0,0.253137,0.374955,0.440941,0.514863,0.65397,0.783546,0.866575,-0.160815,-0.105083,-0.069615,-0.052731,-0.052323,-0.057124
22678,0,-0.616452,-0.641062,-0.669205,-0.61624,-0.667352,-0.606213,-0.451828,-0.24836,-0.071316,-0.277831,-0.087456,0.468948,0.026691
19534,0,1.992316,-0.569777,-0.564896,-0.549807,-0.507991,-0.49415,-0.485479,-0.341942,-0.248309,-0.183208,-0.308063,-0.314136,-0.22588
25154,1,1.992316,-0.420051,-0.386695,-0.346096,-0.309722,-0.273922,-0.26418,-0.221191,-0.170186,-0.240005,-0.24423,-0.314136,-0.209004
4728,1,-0.616452,-0.670165,-0.664625,-0.650877,-0.643336,-0.632201,-0.621223,-0.228677,-0.175568,-0.190251,-0.188312,-0.191346,-0.187853
10365,0,0.253137,0.756718,0.410635,0.007626,0.026255,-0.253427,-0.202286,-0.130627,-0.170186,-0.211606,-0.180397,-0.117776,-0.124626
24085,0,0.253137,-0.413261,-0.426907,-0.343472,0.012545,-0.021521,-0.209019,0.265013,0.266307,1.409087,-0.252975,-0.309423,-0.291301
13728,0,0.253137,-0.366585,-0.327922,-0.280572,-0.24585,-0.231222,-0.154933,-0.221191,-0.148485,-0.211606,-0.212313,-0.052323,-0.293382
29928,0,0.253137,1.468041,1.615748,1.730611,1.977515,2.195972,2.328749,0.110875,0.046824,0.072377,0.074935,0.078584,0.269137
7496,0,-1.486041,-0.618409,-0.690983,-0.677929,-0.373578,-0.663059,-0.652724,-0.341942,-0.25699,0.795399,-0.308063,-0.314136,-0.293382
11035,1,1.992316,-0.618436,-0.614437,-0.571985,-0.547769,-0.535567,-0.491406,-0.341942,-0.170186,-0.251364,-0.308063,-0.183229,-0.293382
22178,1,-0.616452,-0.678517,-0.673266,-0.659745,-0.646833,-0.656644,-0.646175,-0.265808,-0.20226,-0.20303,-0.308063,-0.288609,-0.271444
2481,1,0.253137,-0.432138,-0.430476,-0.400286,-0.370065,-0.345226,-0.329231,-0.341942,-0.200654,-0.240005,-0.26389,-0.263999,-0.237243
8238,0,1.992316,-0.6062,-0.583948,-0.55559,-0.511877,-0.498196,-0.463683,-0.263453,-0.207077,-0.183208,-0.308063,-0.222501,-0.293382
