id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
14864,2.331608,0.810161,-1.079457,0.858557,-0.920561,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
24618,0.173537,-1.234323,-1.079457,0.858557,0.055816,0.904712,1.782348,1.809921,1.899436,1.999879
17633,-0.828424,0.810161,0.185828,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
1553,-1.13672,0.810161,1.451114,2.77441,1.249166,0.014861,0.111736,0.138865,0.188746,0.234917
14239,2.17746,-1.234323,-1.079457,0.858557,-1.029047,0.014861,0.111736,0.138865,-0.666599,-0.647565
28756,2.56283,0.810161,-1.079457,0.858557,-0.05267,0.014861,0.111736,0.138865,0.188746,0.234917
27827,-0.597202,0.810161,0.185828,0.858557,-1.029047,1.794564,1.782348,1.809921,1.899436,0.234917
15589,0.096463,-1.234323,-1.079457,-1.057295,1.574625,0.014861,0.111736,0.138865,0.188746,0.234917
27584,1.483795,-1.234323,-1.079457,-1.057295,1.683111,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
6697,0.481833,-1.234323,0.185828,-1.057295,-0.486615,0.014861,0.111736,1.809921,0.188746,-0.647565
6694,0.867203,-1.234323,-1.079457,-1.057295,0.706734,0.014861,-0.72357,-0.696663,0.188746,0.234917
1507,-0.905498,0.810161,-1.079457,0.858557,-1.24602,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
26430,0.635981,0.810161,-1.079457,0.858557,0.381275,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
29204,-0.520128,-1.234323,1.451114,-1.057295,-0.05267,0.014861,0.111736,0.138865,0.188746,0.234917
12253,-0.365981,0.810161,-1.079457,0.858557,-1.029047,-0.874991,-0.72357,1.809921,-0.666599,-0.647565
27516,-0.211833,-1.234323,1.451114,-1.057295,2.551002,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
26498,-0.597202,0.810161,1.451114,-1.057295,1.791598,0.014861,0.111736,0.138865,0.188746,0.234917
2308,-1.059646,0.810161,-1.079457,0.858557,-0.595102,0.904712,-1.558876,-0.696663,-0.666599,-0.647565
7583,-0.520128,0.810161,-1.079457,-1.057295,-0.378129,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
14633,-1.13672,-1.234323,1.451114,0.858557,-0.05267,0.014861,0.111736,0.138865,0.188746,0.234917
23870,0.250611,-1.234323,0.185828,0.858557,-1.137534,0.904712,1.782348,0.138865,0.188746,0.234917
15219,-0.443054,0.810161,1.451114,0.858557,0.598248,0.904712,1.782348,0.138865,0.188746,0.234917
16173,-1.059646,0.810161,0.185828,0.858557,0.272789,0.014861,0.111736,0.138865,0.188746,1.999879
27986,-0.365981,0.810161,0.185828,0.858557,-0.703588,0.014861,0.111736,0.138865,0.188746,0.234917
13035,-0.674276,0.810161,-1.079457,0.858557,-0.378129,0.014861,0.111736,0.138865,0.188746,0.234917
21738,-1.13672,0.810161,-1.079457,0.858557,-1.354506,-0.874991,0.111736,0.138865,0.188746,0.234917
6405,0.250611,0.810161,0.185828,0.858557,-1.24602,0.014861,0.111736,0.138865,0.188746,0.234917
13894,0.019389,0.810161,1.451114,-1.057295,2.00857,0.014861,0.111736,0.138865,0.188746,0.234917
455,-0.674276,-1.234323,0.185828,0.858557,0.706734,0.014861,0.111736,0.138865,0.188746,0.234917
15782,-0.288907,0.810161,0.185828,0.858557,-1.24602,0.014861,0.111736,0.138865,0.188746,-0.647565
9285,-1.13672,0.810161,-1.079457,0.858557,-1.24602,0.014861,0.111736,0.138865,0.188746,0.234917
9876,-0.134759,0.810161,0.185828,-1.057295,-0.161156,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
24228,1.098425,-1.234323,-1.079457,0.858557,-0.378129,0.014861,0.111736,0.138865,0.188746,0.234917
11249,-0.828424,0.810161,0.185828,-1.057295,1.357652,0.014861,0.111736,0.138865,0.188746,0.234917
12682,-0.674276,-1.234323,0.185828,-1.057295,-0.703588,0.014861,0.111736,0.138865,0.188746,0.234917
3304,2.331608,-1.234323,0.185828,-1.057295,1.791598,0.014861,0.111736,0.138865,0.188746,0.234917
25426,-0.905498,0.810161,0.185828,-1.057295,-1.029047,0.014861,0.111736,0.138865,0.188746,0.234917
10734,1.098425,0.810161,-1.079457,-1.057295,-0.378129,0.014861,0.111736,0.138865,0.188746,0.234917
16544,-1.13672,-1.234323,1.451114,0.858557,-0.812074,0.904712,1.782348,0.138865,0.188746,2.88236
27144,-0.828424,-1.234323,0.185828,0.858557,-0.595102,-0.874991,-0.72357,1.809921,-0.666599,-0.647565
23780,0.096463,0.810161,1.451114,-1.057295,3.093434,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
9625,-0.905498,-1.234323,0.185828,-1.057295,1.249166,0.904712,-0.72357,-0.696663,-0.666599,-1.530046
5895,0.481833,0.810161,-1.079457,0.858557,-0.161156,-0.874991,1.782348,-0.696663,-0.666599,1.999879
27101,1.021351,-1.234323,1.451114,-1.057295,0.923707,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
21920,-0.905498,0.810161,0.185828,-1.057295,-1.137534,0.014861,0.111736,0.138865,0.188746,0.234917
15356,1.637943,0.810161,-1.079457,-1.057295,-0.05267,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
20740,0.558907,-1.234323,-1.079457,0.858557,-0.595102,-0.874991,0.111736,0.138865,0.188746,0.234917
19984,-0.75135,0.810161,0.185828,-1.057295,-0.161156,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
1243,-0.057685,0.810161,0.185828,-1.057295,1.032193,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
1930,2.331608,-1.234323,0.185828,-1.057295,1.466139,0.014861,0.111736,0.138865,0.188746,0.234917
25766,0.173537,0.810161,-1.079457,0.858557,0.489762,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
4861,0.327685,-1.234323,0.185828,-1.057295,0.598248,1.794564,1.782348,1.809921,1.899436,1.999879
8978,0.481833,-1.234323,-1.079457,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
9176,0.558907,-1.234323,0.185828,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
2441,-0.057685,0.810161,-1.079457,0.858557,0.489762,-0.874991,0.111736,0.138865,-1.521944,-1.530046
9931,-0.905498,0.810161,0.185828,-1.057295,0.055816,-1.764843,-1.558876,-1.532192,-1.521944,-0.647565
15424,-1.13672,-1.234323,0.185828,0.858557,-1.24602,0.014861,0.111736,1.809921,0.188746,0.234917
4432,-0.134759,-1.234323,0.185828,0.858557,-0.703588,0.014861,0.111736,0.138865,0.188746,0.234917
23900,-1.13672,-1.234323,0.185828,0.858557,-1.354506,1.794564,0.111736,0.138865,1.899436,1.999879
26431,1.792091,0.810161,1.451114,-1.057295,1.249166,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
10,-1.13672,-1.234323,1.451114,0.858557,-0.05267,-1.764843,-1.558876,-1.532192,-1.521944,-0.647565
10697,-1.13672,-1.234323,-1.079457,0.858557,-1.029047,0.014861,0.111736,0.138865,0.188746,0.234917
2693,1.406721,-1.234323,-1.079457,-1.057295,0.706734,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
7114,-0.288907,0.810161,0.185828,-1.057295,-0.486615,0.014861,0.111736,0.138865,0.188746,0.234917
15365,1.483795,0.810161,-1.079457,-1.057295,1.357652,-0.874991,-0.72357,-1.532192,-0.666599,-0.647565
5980,-0.75135,0.810161,-1.079457,0.858557,-1.24602,0.904712,1.782348,1.809921,1.899436,1.999879
29027,0.250611,0.810161,-1.079457,-1.057295,0.489762,-0.874991,-0.72357,-0.696663,0.188746,0.234917
19581,0.250611,0.810161,0.185828,-1.057295,0.381275,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
14049,-0.365981,0.810161,-1.079457,-1.057295,-0.486615,-0.874991,-0.72357,1.809921,0.188746,0.234917
18246,2.100386,-1.234323,-1.079457,-1.057295,4.720729,0.014861,0.111736,0.138865,0.188746,0.234917
19498,0.096463,0.810161,3.981685,0.858557,-0.161156,0.904712,-0.72357,-0.696663,-1.521944,-1.530046
1091,-0.75135,0.810161,0.185828,0.858557,0.272789,0.014861,0.111736,0.138865,0.188746,0.234917
13545,-1.13672,-1.234323,-1.079457,0.858557,-0.812074,0.904712,-1.558876,-1.532192,-1.521944,-0.647565
25765,1.483795,0.810161,-1.079457,0.858557,-0.378129,0.014861,0.111736,0.138865,0.188746,0.234917
17765,-0.905498,0.810161,1.451114,-1.057295,1.791598,0.014861,0.111736,0.138865,0.188746,0.234917
24234,1.483795,-1.234323,1.451114,-1.057295,-0.486615,-1.764843,-1.558876,-0.696663,-0.666599,0.234917
5086,-0.905498,-1.234323,0.185828,-1.057295,0.815221,0.014861,0.111736,0.138865,0.188746,0.234917
21237,0.404759,-1.234323,1.451114,-1.057295,1.357652,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
26823,-0.365981,-1.234323,0.185828,-1.057295,-0.703588,-0.874991,-0.72357,1.809921,-0.666599,0.234917
29847,1.021351,-1.234323,0.185828,0.858557,1.249166,0.014861,0.111736,0.138865,0.188746,0.234917
13782,0.790129,0.810161,0.185828,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
17779,-0.828424,0.810161,0.185828,-1.057295,2.551002,3.574267,3.45296,3.480978,4.46547,3.764842
18148,1.329647,-1.234323,-1.079457,0.858557,-0.486615,0.014861,0.111736,0.138865,0.188746,0.234917
24827,-0.982572,-1.234323,-1.079457,-1.057295,-0.05267,0.014861,0.111736,0.138865,0.188746,0.234917
20382,-1.213794,-1.234323,0.185828,0.858557,-1.24602,0.904712,1.782348,1.809921,0.188746,0.234917
20838,1.406721,-1.234323,1.451114,-1.057295,0.923707,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
28331,1.021351,0.810161,1.451114,0.858557,-0.378129,0.904712,-0.72357,0.138865,0.188746,-1.530046
26727,-0.134759,-1.234323,-1.079457,0.858557,-1.029047,-1.764843,-0.72357,0.138865,0.188746,-0.647565
6458,-0.134759,0.810161,2.716399,-1.057295,0.055816,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
8465,2.331608,-1.234323,0.185828,0.858557,-0.486615,0.014861,0.111736,0.138865,0.188746,0.234917
22678,0.096463,0.810161,-1.079457,0.858557,-0.269643,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
19534,-0.982572,0.810161,0.185828,0.858557,0.815221,0.904712,2.617654,1.809921,1.899436,2.88236
25154,-0.905498,0.810161,0.185828,-1.057295,-0.920561,0.904712,1.782348,1.809921,1.899436,1.999879
4728,-0.828424,0.810161,1.451114,0.858557,1.032193,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
10365,0.096463,0.810161,0.185828,-1.057295,0.598248,1.794564,0.111736,0.138865,0.188746,0.234917
24085,0.096463,-1.234323,-1.079457,0.858557,-0.920561,0.014861,0.111736,0.138865,0.188746,0.234917
13728,-0.982572,0.810161,0.185828,-1.057295,0.055816,0.014861,0.111736,0.138865,0.188746,0.234917
29928,0.404759,-1.234323,-1.079457,0.858557,0.272789,0.014861,0.111736,0.138865,0.188746,0.234917
7496,-0.674276,0.810161,1.451114,0.858557,1.900084,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
11035,-1.059646,0.810161,1.451114,-1.057295,0.272789,1.794564,1.782348,0.138865,0.188746,1.999879
22178,1.098425,0.810161,0.185828,0.858557,-0.920561,-0.874991,-0.72357,-0.696663,-0.666599,0.234917
2481,-1.13672,-1.234323,0.185828,0.858557,-1.354506,0.904712,1.782348,0.138865,0.188746,0.234917
8238,-0.982572,-1.234323,-1.079457,0.858557,-1.029047,0.014861,0.111736,0.138865,0.188746,1.999879
19759,1.098425,0.810161,-1.079457,0.858557,-0.05267,-0.874991,0.111736,0.138865,0.188746,-0.647565
22411,-1.213794,0.810161,0.185828,0.858557,0.164303,-0.874991,-0.72357,-0.696663,-0.666599,0.234917
22106,0.481833,0.810161,0.185828,0.858557,-0.812074,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
14886,1.021351,-1.234323,-1.079457,-1.057295,1.032193,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
23004,0.635981,0.810161,-1.079457,-1.057295,-0.378129,0.904712,-0.72357,0.138865,0.188746,0.234917
19935,-0.520128,0.810161,0.185828,0.858557,-0.486615,-0.874991,-0.72357,0.138865,0.188746,0.234917
875,-1.13672,0.810161,1.451114,-1.057295,0.489762,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
10708,-0.674276,0.810161,0.185828,-1.057295,-0.161156,1.794564,1.782348,1.809921,0.188746,0.234917
12915,-0.211833,-1.234323,1.451114,0.858557,-0.269643,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
27027,2.56283,-1.234323,-1.079457,-1.057295,1.14068,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
1629,-0.211833,0.810161,1.451114,-1.057295,-0.486615,1.794564,1.782348,1.809921,1.899436,1.999879
27453,0.481833,-1.234323,0.185828,0.858557,0.598248,1.794564,0.111736,0.138865,0.188746,0.234917
26718,-1.213794,-1.234323,-1.079457,0.858557,-1.462993,0.014861,-0.72357,-0.696663,-0.666599,-0.647565
26386,0.558907,0.810161,-1.079457,0.858557,-0.703588,-0.874991,-0.72357,-0.696663,-0.666599,0.234917
12265,1.483795,0.810161,0.185828,-1.057295,-0.812074,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
23244,-0.211833,0.810161,1.451114,-1.057295,0.381275,0.014861,0.111736,0.138865,0.188746,0.234917
6763,0.558907,0.810161,-1.079457,-1.057295,1.032193,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
18072,-0.828424,-1.234323,0.185828,0.858557,0.055816,1.794564,1.782348,1.809921,1.899436,1.999879
28615,0.250611,0.810161,-1.079457,0.858557,-0.595102,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
7953,-0.365981,-1.234323,0.185828,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
22555,-1.13672,0.810161,0.185828,-1.057295,-0.378129,0.014861,0.111736,1.809921,0.188746,0.234917
17026,-1.059646,0.810161,0.185828,0.858557,-1.462993,1.794564,1.782348,1.809921,0.188746,0.234917
14453,-0.905498,-1.234323,0.185828,0.858557,-0.486615,0.014861,0.111736,0.138865,0.188746,1.999879
1866,-0.905498,0.810161,0.185828,0.858557,-1.354506,0.014861,0.111736,-0.696663,1.899436,0.234917
2704,-0.288907,0.810161,0.185828,0.858557,-1.354506,1.794564,1.782348,1.809921,0.188746,0.234917
5630,0.250611,0.810161,-1.079457,-1.057295,0.489762,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
1805,2.17746,-1.234323,-1.079457,0.858557,-0.486615,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
28995,0.790129,0.810161,1.451114,-1.057295,0.598248,0.014861,0.111736,0.138865,0.188746,0.234917
3638,-1.13672,-1.234323,0.185828,-1.057295,-0.161156,0.014861,0.111736,0.138865,0.188746,0.234917
15362,2.331608,0.810161,0.185828,0.858557,0.055816,-0.874991,-0.72357,-0.696663,-0.666599,0.234917
29731,-1.059646,-1.234323,0.185828,-1.057295,1.466139,0.014861,0.111736,0.138865,0.188746,0.234917
11498,0.635981,-1.234323,-1.079457,-1.057295,0.706734,0.904712,0.947042,0.974393,1.044091,1.999879
7296,-1.13672,-1.234323,0.185828,-1.057295,0.164303,0.014861,0.111736,0.138865,0.188746,0.234917
20825,0.404759,-1.234323,0.185828,0.858557,-0.595102,0.014861,0.111736,0.138865,0.188746,0.234917
2595,-0.905498,0.810161,-1.079457,-1.057295,0.706734,0.014861,0.111736,0.138865,0.188746,0.234917
15053,1.406721,-1.234323,-1.079457,0.858557,-0.161156,0.904712,1.782348,0.138865,0.188746,1.999879
6293,2.331608,0.810161,-1.079457,0.858557,0.489762,0.014861,0.111736,0.138865,0.188746,0.234917
2940,1.715017,-1.234323,-1.079457,0.858557,-0.486615,0.014861,0.111736,0.138865,0.188746,0.234917
5740,-0.134759,0.810161,1.451114,-1.057295,-0.161156,0.014861,0.111736,0.138865,0.188746,0.234917
10274,1.252573,-1.234323,0.185828,-1.057295,0.706734,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
13980,-0.905498,0.810161,1.451114,-1.057295,0.706734,0.014861,0.111736,0.138865,0.188746,0.234917
11968,-1.13672,-1.234323,1.451114,0.858557,-0.703588,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
8812,-1.213794,0.810161,1.451114,-1.057295,1.466139,-0.874991,1.782348,1.809921,-1.521944,-1.530046
5741,0.096463,-1.234323,-1.079457,0.858557,-0.161156,-0.874991,0.111736,-0.696663,-0.666599,-0.647565
13078,-0.905498,0.810161,0.185828,0.858557,-0.161156,0.904712,-1.558876,-0.696663,-0.666599,-0.647565
22748,0.404759,0.810161,0.185828,-1.057295,-0.161156,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
6289,1.792091,-1.234323,-1.079457,-1.057295,0.923707,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
12806,-0.443054,0.810161,-1.079457,-1.057295,1.14068,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
13785,-0.674276,0.810161,0.185828,0.858557,-0.703588,0.014861,0.111736,0.138865,0.188746,0.234917
15129,-1.059646,-1.234323,1.451114,0.858557,1.791598,0.904712,1.782348,0.138865,0.188746,0.234917
4518,-0.905498,-1.234323,-1.079457,0.858557,0.272789,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
4938,0.096463,-1.234323,-1.079457,-1.057295,0.164303,0.014861,0.111736,0.138865,0.188746,0.234917
14806,-1.13672,-1.234323,0.185828,0.858557,-1.24602,1.794564,1.782348,1.809921,1.899436,1.999879
21071,2.17746,-1.234323,-1.079457,0.858557,-0.161156,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
2562,0.327685,-1.234323,-1.079457,0.858557,-0.703588,0.014861,0.111736,0.138865,0.188746,1.999879
21664,-0.828424,0.810161,-1.079457,0.858557,-1.24602,0.014861,0.111736,0.138865,0.188746,0.234917
13991,-0.520128,0.810161,-1.079457,0.858557,1.249166,0.014861,0.111736,-1.532192,-1.521944,-1.530046
29303,0.944277,-1.234323,-1.079457,0.858557,-1.029047,0.014861,0.111736,0.138865,0.188746,0.234917
2281,-1.13672,0.810161,0.185828,0.858557,0.598248,0.014861,0.111736,0.138865,0.188746,0.234917
3191,-0.134759,0.810161,3.981685,0.858557,-1.029047,0.014861,0.111736,1.809921,0.188746,0.234917
11048,-0.905498,0.810161,0.185828,-1.057295,-0.812074,0.904712,1.782348,0.138865,0.188746,1.999879
10395,0.481833,-1.234323,-1.079457,0.858557,-0.812074,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
9634,-0.905498,0.810161,0.185828,0.858557,-0.920561,0.014861,0.111736,0.138865,0.188746,0.234917
3846,-0.828424,0.810161,-1.079457,0.858557,-1.029047,0.014861,0.111736,1.809921,0.188746,0.234917
2812,-0.905498,0.810161,0.185828,0.858557,-1.24602,0.014861,0.111736,0.138865,0.188746,0.234917
12988,-0.134759,0.810161,-1.079457,0.858557,-1.137534,0.014861,0.111736,0.138865,-0.666599,-0.647565
27198,-0.134759,-1.234323,1.451114,0.858557,1.032193,-0.874991,-0.72357,-0.696663,-0.666599,-0.647565
26226,0.867203,0.810161,0.185828,0.858557,0.381275,0.014861,0.111736,0.138865,0.188746,0.234917
